id,name,about,network,followersCount,proposalsCount,gov_model,turnout_rate_proxy,log_followers,tally_proposals,tally_votes,voters_90d,token_holders
extradao.eth,Extra Finance,"Extra Finance is a leveraged yield strategy & lending protocol.  
Amplify your yield on #LSD #stablecoin",1,972,125,hybrid,0.1286008230452675,6.880384082186005,,,,
vaultcraft-snapshot.eth,VaultCraft,"VaultCraft is a no-code, DeFi infrastructure for customizing, monetizing, and deploying automated, non-custodial yield strategies in a few clicks.",1,966,63,hybrid,0.06521739130434782,6.874198495453294,,,,
posttechdao.eth,Post Tech DAO,The official snapshot space for the Post Tech DAO,1,506,15,token,0.029644268774703556,6.2285110035911835,,,,
polls.orbapp.eth,Orb Polls,Web3 Social,1,20,0,hybrid,,3.044522437723423,,,,
test.orbapp.eth,testing new stuff,,1,2,23,hybrid,1.0,1.0986122886681098,,,,
the-co-dao.eth,CoDAO,CoDAO is the DAO that controls the Co Token,1,19,11,hybrid,0.5789473684210527,2.995732273553991,,,,
betadao.eth,Beta DAO,"The Omni protocol is a novel composable, dynamic, and safer money market capable of handling all collateral and borrow types w/ zero fragmentation and maximal c",56,27,41,hybrid,1.0,3.332204510175204,,,,
cryptomods.eth,Moons Governance,"This space is for all governance decisions related to $MOONS, r/CryptoCurrency and all satellite communities. ",1,375,52,hybrid,0.13866666666666666,5.929589143389895,,,,
spectradao.eth,Spectra DAO,Spectra is an open Interest Rates Derivatives Protocol. The SPECTRA token is designed to govern the protocol in a decentralized way. ,8453,76,119,hybrid,1.0,4.343805421853684,,,,
truefi-dao.eth,TrueFi DAO,"TrueFi is the infrastructure for on-chain credit. TrueFi connects lenders, borrowers, and portfolio managers via smart contracts governed by the TRU token.",1,20,21,hybrid,1.0,3.044522437723423,,,,
sdcake.eth,sdcake.eth,sdCAKE meta governance platform for vote replication on PancakeSwap,56,21,53,hybrid,1.0,3.091042453358316,,,,
ens-streams.eth,ENS Streams Nomination,Nominations for ENS Streams Service Provider,1,14,7,hybrid,0.5,2.70805020110221,,,,
seamlessprotocol.eth,Seamless,"Seamless is the first native, decentralized lending protocol on Base. Seamless paves the way for modern DeFi with higher capital efficiency and seamless UX.",8453,607,21,hybrid,0.03459637561779242,6.410174881966167,,,,
insrt-team.eth,insrt,ShardVaults are insrt’s first product - they pay yield to users for becoming partial owners of Bluechip NFTs. The Vaults democratize Bluechip NFT ownership by o,1,74,36,hybrid,0.4864864864864865,4.31748811353631,,,,
sentiment.epochisland.eth,Epoch Island: Sentiment Check,Snapshot space for sentiment checks with lower posting requirements and quorum. Proposals/posts created in this space cannot execute transactions on-chain.,1,16,3,token,0.1875,2.833213344056216,,,,
mangrove.eth,Mangrove DAO,,1,67,8,hybrid,0.11940298507462686,4.219507705176107,,,,
dysonfinance.eth,Dyson Finance,"DEX Simplified, Profits Amplified: Dyson Finance is a Decentralized Liquidity protocol. ",1101,1195,3,hybrid,0.002510460251046025,7.086737934510577,,,,
trvl.eth,TRVL,"TRVL is the utility token of Dtravel, an ecosystem empowering ownership in travel. ",1,28,1,hybrid,0.03571428571428571,3.367295829986474,,,,
daoxperience.eth,CryoDAO Demo Governance,"CryoDAO's goal is to solve death by funding, incubating and advancing cryopreservation research.",1,12,0,hybrid,,2.5649493574615367,,,,
piggydao.eth,PiggyCDao,PiggyC building a happy space for everyone in crypto,1,23,10,hybrid,0.43478260869565216,3.1780538303479458,,,,
pion-network.eth,Muon Network,"General-Purpose, Request-Based Validation Layer.
Powering the intent-centric economy of tomorrow.",56,108,5,hybrid,0.046296296296296294,4.6913478822291435,,,,
zkskulls.eth,zkSkulls,zkSkulls is a Collection of pixelated skulls. focused on establishing pixelated brand and building a strong community with varied utilities. Deployed on zkSync ,324,947,0,hybrid,,6.854354502255021,,,,
prismafinance.eth,Prisma Finance,The end game for liquid staking tokens. A non-custodial and decentralized Ethereum LST-backed stablecoin.,1,108,49,hybrid,0.4537037037037037,4.6913478822291435,,,,
rfrmdao.eth,Reform DAO,Reforming the Market Making industry ,1,6469,9,hybrid,0.0013912505796877415,8.774931387494947,,,,
graphadvocates.eth,Graph AdvocatesDAO,We're driving greater participation in building a decentralized web3 & growing The Graph ecosystem through community-based initiatives & advocate contributions,1,64,47,hybrid,0.734375,4.174387269895637,,,,
status.eth,Status.app,"The open source, decentralised crypto communication super app.  Discuss new initiative proposals in our forum https://discuss.status.app/c/proposals/77",1,56,1,hybrid,0.017857142857142856,4.04305126783455,,,,
horizenfoundationtechnical.eth,Horizen Technical,"The official snapshot space for the Horizen DAO Technical proposals. 
Quorum: >5% of $ZEN circulating supply;
Pass: >=67% of votes in favour.",8453,74,9,token,0.12162162162162163,4.31748811353631,,,,
epochisland.eth,Epoch Island,https://epochisland.io/,1,96,76,hybrid,0.7916666666666666,4.574710978503383,,,,
hbicharity.eth,HBI DAO,"HBIDAO is a DAO-powered on-chain fund built for crypto trading, research, and asset management. Community votes drive the direction of our on-chain ETFs.",137,21,5,hybrid,0.23809523809523808,3.091042453358316,,,,
getverse.eth,Verse,"VERSE is the reward and utility token for the Bitcoin.com ecosystem

Solving crypto's biggest challenge: onboarding new users to self-custodial and defi tools.",1,55,13,hybrid,0.23636363636363636,4.02535169073515,,,,
spacetokendao.eth,Space Token,"Space Token (SPACE) is the utility cross-chain token for Final Autoclaim, a crypto-earning website that allows users to earn over 80 different cryptocurrencies ",1,56,13,hybrid,0.23214285714285715,4.04305126783455,,,,
unirita2023ie03.eth,UNIRITA2023IE03,2023年度ユニリタユーザ会IE03チームが作成したDAO「ユニリタユーザ会」の投票スペース,137,2,13,hybrid,1.0,1.0986122886681098,,,,
sdfxn.eth,sdFXN,Stake DAO metagovernance space for sdFXN,1,8,62,hybrid,1.0,2.1972245773362196,,,,
gtprotocoldao.eth,GT Protocol DAO,"Web 3.0 AI execution protocol
",56,34,2,hybrid,0.058823529411764705,3.5553480614894135,,,,
plrdao.eth,Pillar DAO,Pillar DAO Official Snapshot for DAO Governance,137,10,13,token,1.0,2.3978952727983707,,,,
coredaogov.eth,Core DAO Governance ,The Decentralization of Bitcoin with the Expressiveness and Composability of Ethereum,1116,998,7,hybrid,0.0070140280561122245,6.906754778648554,,,,
avafoundation.eth,AVA Community,The AVA Foundation’s overarching mission is to create a decentralised and self-sufficient blockchain-based loyalty ecosystem.,1,242,17,hybrid,0.07024793388429752,5.493061443340548,,,,
ownthedoge.eth,Own The Doge,Own The Doge is the community that owns The Doge NFT via DOG token and guides the future of Doge.,1,307,20,hybrid,0.06514657980456026,5.730099782973574,,,,
kommunedao.eth,Kommune DAO,"Kommune DAO는 Kaia GC로 참여하는 첫 번째 커뮤니티 DAO 멤버입니다. Kaia의 GC는 카이아의 운영 방향성에 대한 투표권을 비롯한 핵심 권한을 가진 만큼, GC의 참여 저조나 일탈 행위에 대한 견제는 재단 차원에서도, GC멤버들 차원에서도 반드시 필요합니다. ",8217,33,71,hybrid,1.0,3.5263605246161616,,,,
infinex.eth,Infinex,The UX layer for DeFi,10,389,160,hybrid,0.41131105398457585,5.966146739123692,,,,
coincollect.app,CoinCollect,"CoinCollect is a novel DeFi platform, concentrating on enhancing the value of NFTs through utility features. It allows users to stake, farm, trade NFTs",137,823,10,hybrid,0.012150668286755772,6.714170529909472,,,,
cowtesting.eth,CoW DAO,CoW DAO is stewarding the CoW Protocol Ecosystem. Start your proposal here: https://forum.cow.fi,1,7,5,hybrid,0.7142857142857143,2.0794415416798357,,,,
cbidao.eth,CBI DAO,The Crypto DAO for Wealth Creation,137,44,11,hybrid,0.25,3.8066624897703196,,,,
vote.cryodao.eth,CryoDAO,CryoDAO is funding moonshot research in the field of cryopreservation.,1,110,27,hybrid,0.24545454545454545,4.709530201312334,,,,
mozaicfinance.eth,Mozaic,"AI-Optimized Yield and Liquidity Strategies.
Powered by LayerZero.",42161,737,15,hybrid,0.0203527815468114,6.6039438246004725,,,,
liquis.eth,Liquis,Boosted Bunni Emissions on Uniswap v3,1,52,57,hybrid,1.0,3.970291913552122,,,,
ododao.eth,ODO DAO,The name ODO is called after The Dispossessed novel by Ursula Guin. Democracy 5.0 is ODO’s first product. ODO is the community that decentralizes how D5 is run.,42161,5,40,hybrid,1.0,1.791759469228055,,,,
dao.connext.eth,Everclear,"Everclear coordinates the global settlement of liquidity between chains, solving fragmentation for modular blockchains.",1,444,63,hybrid,0.14189189189189189,6.09807428216624,,,,
councilofrivendell.eth,Telcoin Governance,"Vote for TGIP1 on December 21st to adopt the next generation of the Telcoin Platform governance system, and ratify the Association Constitution.",1,275,1,hybrid,0.0036363636363636364,5.62040086571715,,,,
gov.radworks.eth,Radworks,Radworks is developing a sovereign developer stack to securely host & reward open source code. 🌱  It is the community-governed network behind Radicle & Drips.,1,253,29,hybrid,0.11462450592885376,5.537334267018537,,,,
alphakekai.eth,Alphakek AI,$AIKEK is the universal AI substrate for the new internet.,1,28,3,hybrid,0.10714285714285714,3.367295829986474,,,,
ticketing-revolution.eth,Ticketing Revolution DAO,The home of proposals related to the Ticketing Revolution DAO. Holders of xGET (Staked GET) can vote on initiatives related to the DAO's educational objective.,1,27,19,hybrid,0.7037037037037037,3.332204510175204,,,,
natanetwork.eth,Nata Network,Multichain Privacy Protocol.,137,583,3,hybrid,0.005145797598627788,6.369900982828227,,,,
gov.exa.eth,Exactly Protocol,Exactly is a decentralized protocol to deposit and borrow crypto assets at variable and fixed interest rates with an intuitive UX and low transaction costs.,10,143,26,hybrid,0.18181818181818182,4.969813299576001,,,,
hvax.eth,Event Horizon,"Public Good, Public-Access Governance Pool",1,179,921,hybrid,1.0,5.19295685089021,,,,
hypergptdao.eth,HyperGPT,World's first AI apps marketplace! 🏆 Power up Web3 with AI and the $HGPT token! 🔥 ,56,984,31,hybrid,0.031504065040650404,6.892641641172089,,,,
gccofficial.eth,GCC,Global Chinese Community for the Universal Digital Commons,1,45,128,hybrid,1.0,3.828641396489095,,,,
governance.qredo.eth,Open Custody Protocol (x Qredo),OCP introduces an innovative relayer mechanism that seamlessly connects applications to a modular permissionless custody protocol.,1,8467,13,hybrid,0.0015353726231250738,9.044049632254756,,,,
aviator-dao.eth,Aviator DAO,Aviator is revolutionizing onchain gaming and bridging with Aviator Arcade™ 🕹️ and SkyBridge™ 🌉,1,91,37,hybrid,0.4065934065934066,4.5217885770490405,,,,
maple.eth,Maple Finance,"Asset management, onchain.",1,42,10,hybrid,0.23809523809523808,3.7612001156935624,,,,
eazyswap.eth,EazySwap,Native PulseChain DEX!,369,10,7,hybrid,0.7,2.3978952727983707,,,,
theadmiraldao.eth,AdmiralDAO,AdmiralDAO stewards a fleet of DeFi products tailored to the needs of different types of traders and communities.,1,444,23,hybrid,0.0518018018018018,6.09807428216624,,,,
unilendgov.eth,UniLend Finance,UniLend is a Multichain protocol for Lending & Borrowing all ERC20 tokens permissionlessly. We are developing a Futuristic Base Layer for all DeFi applications.,1,30,6,hybrid,0.2,3.4339872044851463,,,,
quollfi.eth,Quoll Finance,Quoll Finance is a yield booster and on-chain incubator. It leverages the veToken/boosted yield model adopted by Wombat Exchange ,56,8,8,hybrid,1.0,2.1972245773362196,,,,
mferc.eth,Meme fair ERC-20,一场社区自治试验。,42161,19,8,token,0.42105263157894735,2.995732273553991,,,,
skale.eth,SKALE DAO,"The official snapshot space for the SKALE DAO, 
governing the SKALE Network: a network of Layer 1 blockchains",1,1174,3,token,0.002555366269165247,7.069023426578259,,,,
apeassembly.eth,Ape Assembly,The Ape Assembly is an electorate of the most highly active governance participants within the ApeCoin ecosystem tasked with electing Stewards to Working Groups,1,87,11,hybrid,0.12643678160919541,4.477336814478207,,,,
dragoncrypto.io,Dragon Crypto Gaming,We create web3 games and experiences; our flagship product is an old-school RPG: The Legend of Aurum Draconis.,1,21,8,hybrid,0.38095238095238093,3.091042453358316,,,,
oatheco.eth,OATH Ecosystem,Governing the OATH Ecosystem,10,125,13,hybrid,0.104,4.836281906951478,,,,
satori.lol,Wiz Nouns ,Wizards DAO voting proxy in Nouns DAO.,1,31,136,hybrid,1.0,3.4657359027997265,,,,
cuchorapido.eth,cuchorapido,"aprendiendo en público de la vida y sus rarezas, tendencias, mindfulness, parenting, tabus, astrologia, canabis, crypto, NFTs, DeFi, AWS, AI 🛡️",1,117,97,hybrid,0.8290598290598291,4.770684624465665,,,,
grants.safe.eth,Safe Grants,Safe Grants Council Elections,1,576,3,hybrid,0.005208333333333333,6.3578422665081,,,,
vote.turbocouncil.eth,TURBO,The TURBO Snapshot space is the dedicated space for community votes within the $TURBO ecosystem.,1,29,8,token,0.27586206896551724,3.4011973816621555,,,,
daodungeon.eth,DAO Dungeon,,100,9,3,hybrid,0.3333333333333333,2.302585092994046,,,,
equilibriafi.eth,Equilibria Finance,First yield booster on top of Pendle Finance. Designed and Innovated for Pendle. Join us and swing your yield to new heights!,42161,1375,94,hybrid,0.06836363636363636,7.226936018493289,,,,
orbapp.eth,Orb,Super App for Social Media.,1,514,479,hybrid,0.9319066147859922,6.244166900663736,,,,
wg.ensnominations.eth,ENS WG Steward Nominations,Working Group Steward nominees.,1,40,60,hybrid,1.0,3.713572066704308,,,,
gracy.eth,Gracy,,1,170,10,hybrid,0.058823529411764705,5.14166355650266,,,,
sdpendle.eth,sdpendle,Meta-governance platform for sdPENDLE.,1,28,87,hybrid,1.0,3.367295829986474,,,,
linea-build.eth,Linea,"A developer ready zk rollup powered by ConsenSys, enabling the next generation of Ethereum builders.",1,906129,2,hybrid,2.207191249811009e-06,13.716938062590438,,,,
community.ilv-gov.eth,Community Sub Council,,137,25,65,hybrid,1.0,3.258096538021482,,,,
strategy.ilv-gov.eth,Strategy Sub Council,,137,4,11,hybrid,1.0,1.6094379124341003,,,,
game.ilv-gov.eth,Game Sub Council,,137,5,7,hybrid,1.0,1.791759469228055,,,,
marketing.ilv-gov.eth,Marketing Sub Council,,137,6,7,hybrid,1.0,1.9459101490553132,,,,
ilv-gov.eth,Illuvium Main Council,,137,28,66,hybrid,1.0,3.367295829986474,,,,
talentprotocol.eth,Talent Protocol,Talent Protocol official snapshot space. Join the community: https://discord.com/invite/talentprotocol,8453,194,3,token,0.015463917525773196,5.272999558563747,,,,
0vix-protocol.eth,0VIX Protocol,0VIX is the first veTokenomics lending market on the zkEVM with dynamic interest rates on Polygon.,137,479,13,hybrid,0.027139874739039668,6.173786103901937,,,,
basenamedao.eth,Base Name Service,Web3 naming (.base) for the next billion+ users on BASE | Native Name Service | http://basename.app,8453,40600,7,hybrid,0.00017241379310344826,10.611547975828369,,,,
sylvester-rewilding.eth,Sylvester's Wild Climate Club,"With Sylvester, we want to create the largest network of collectively owned, governed and financed wildlife sanctuaries and rewilding projects in Europe!",10,32,19,hybrid,0.59375,3.4965075614664802,,,,
karatecombat.eth,Karate Combat,Karate Combat DAO Proposals,1,68,49,hybrid,0.7205882352941176,4.23410650459726,,,,
seedifyhodlers.eth,Seedify HODLers,"Welcome to Seedify HODLers DAO Voting. To vote on proposals, stake your $SFUND in the new staking pools! This is not an official Seedify DAO.",56,106,5,hybrid,0.04716981132075472,4.672828834461906,,,,
opencampusdao.eth,Open Campus DAO,vote on Open Campus DAO by EDU holders,56,1093,15,hybrid,0.013723696248856358,6.9975959829819265,,,,
decent-dao.eth,Decent DAO,,1,36,7,hybrid,0.19444444444444445,3.6109179126442243,,,,
slingshotdao.eth,Slingshot DAO,,137,110,20,hybrid,0.18181818181818182,4.709530201312334,,,,
chaingptai.eth,ChainGPT AI,"ChainGPT 🤖 #1 ranked AI infrastructure for Blockchain, Crypto, and Web3. 
🔥 Unleash the power of Blockchain AI with ChainGPT. 

Stake $CGPT for voting power.",56,3431,37,hybrid,0.010784027980180706,8.140898460607852,,,,
bgdcommittee.eth,BGD Committee,Executive Committee of Big Green DAO,137,5,4,hybrid,0.8,1.791759469228055,,,,
lighthousegov.eth,Lighthouse,"Lighthouse is an all-in-one platform for web3 communities that focuses on secure messaging, smart automation, and real-time analytics. ",1,7,0,hybrid,,2.0794415416798357,,,,
octantapp.eth,Octant ,"Octant is a community-driven platform for experiments in decentralized governance. Powered by the returns of staking up to 100,000 ETH.",1,891,9,hybrid,0.010101010101010102,6.79346613258001,,,,
lenster.xyz,Hey,"Hey is a decentralized, and permissionless social media app built with Lens Protocol",137,15535,0,hybrid,,9.650915190531107,,,,
dao.spaceid.eth,SPACE ID DAO,"The official governance page of SPACE ID DAO ($ID). For discussions, visit forum.space.id",1,19631,17,hybrid,0.0008659772808313382,9.884916166950692,,,,
kittyinudao.eth,Kitty Inu DAO,The Kitty Inu DAO leverages blockchain technology and decentralization to foster the development and growth of the Kitty Inu token ecosystem. ,1,94,33,hybrid,0.35106382978723405,4.553876891600541,,,,
ethereumcali.eth,ETH CALI,Building Trust and Progress for Colombia's Pacific Region with Ethereum technologies.,10,9,8,hybrid,0.8888888888888888,2.302585092994046,,,,
agilitydao.eth,Agility DAO,"Agility is both an LSD liquidity distribution platform and an aUSD trading platform. 
Our vision is to unlock liquidity for LSD holders and explore more LSD tra",1,168,11,hybrid,0.06547619047619048,5.1298987149230735,,,,
liondexofficial.eth,LionDEX,A PvP-AMM perpetual futures trading protocol build on @GMX_IO $GLP | Minimum transaction fee of 0.008% | Double revenue for staking $LP. ,42161,79,7,hybrid,0.08860759493670886,4.382026634673881,,,,
sectorfinance.eth,Sector Finance,"Transparent Risk, Real Yield",42161,57,15,hybrid,0.2631578947368421,4.060443010546419,,,,
mambomakers.eth,Mambo Makers,"Voting on treasury usage and project development.

Voting power determined by leaderboard score:
https://www.mambomakers.com/leaderboard",43114,36,8,hybrid,0.2222222222222222,3.6109179126442243,,,,
arbitrumfoundation.eth,Arbitrum DAO,The official snapshot space for the Arbitrum DAO,42161,322462,385,token,0.0011939391308123128,12.683743679953954,,,,
seedlatam.eth,SEED Latam,"SEED Latam es una organización sin fines de lucro dedicada a impulsar, apoyar y acompañar a las comunidades Web3 en Latinoamérica.",10,77,8,hybrid,0.1038961038961039,4.356708826689592,,,,
sturdyfi.eth,Sturdy,Sturdy is a DeFi lending protocol that enables anyone to create a liquid money market for any token.,1,175,27,hybrid,0.15428571428571428,5.170483995038151,,,,
hydraventures.eth,Hydra Ventures,Scaling community first investing across all of web3,1,48,56,hybrid,1.0,3.8918202981106265,,,,
bioxyz.eth,BIO,"BIO connects DeSci's early experimental hubs, using DeFi dynamics & real-world IP to grow an ecosystem of living, adaptive scientific networks.",1,1025,25,hybrid,0.024390243902439025,6.933423025730715,,,,
mocana.eth,Moca DAO,"Welcome to Moca DAO! Our proposals will surround Governance, Culture Building, and Ecosystem Building. Let's build value together.",1,4225,225,hybrid,0.05325443786982249,8.349011198176003,,,,
council.stakedotlink.eth,stake.link Governing Council,stake.link is the first-of-its-kind Liquid Delegated Staking Protocol for Chainlink Staking,1,29,45,delegated,1.0,3.4011973816621555,,,,
thorswapcommunity.eth,THORSwap Community,"Leading cross-chain DEX aggregator powered by SwapKit. Swap 5,500+ Assets across 14+ Chains via THORChain, Chainflip and Maya Protocol.",1,80,16,hybrid,0.2,4.394449154672439,,,,
rokonetwork.eth,Roko Network,Ꭱꭼꭺꭰꮖᴨꮐ ꭲꮋꮖꮪ ꮇꭼꭺᴨꮪ ꭹꮻꮜ'ꭱꭼ ꮲꭺꭱꭲꮖꮯꮖꮲꭺꭲꮖᴨꮐ ꮖᴨ ꭺ ᴨꭼꭲꮃꮻꭱꮶ ꮃꮋꭼꭱꭼ ꮲꮮꭺꭹꭼꭱꮪ ꭺᴨꭰ ꮇꭺꮯꮋꮖᴨꭼꮪ ꮯꮻꮮꮮꭺᏼꮻꭱꭺꭲꭼ ꭲꮻ ꮯꭱꭼꭺꭲꭼ ꮪꭼꮮғ-ꮻꭱꮐꭺᴨꮖꮓꮖᴨꮐ ꭱꭼꭺꮮꮖꭲꭹ ꭺꮜꮐꮇꭼᴨꭲꭺꭲꮖꮻᴨ ꮪꮖꮇꮜꮮꭺꭲꮖꮻᴨꮪ.,1,117,41,hybrid,0.3504273504273504,4.770684624465665,,,,
conkme.eth,CONK,"$CONK on Fantom Network 0xb715F8DcE2F0E9b894c753711bd55eE3C04dcA4E
$CONK is mine, $CONK is yours!
Community is dead, Long live community.
",250,79,27,hybrid,0.34177215189873417,4.382026634673881,,,,
unoredao.eth,Uno Re,Uno Re is DeFi's first risk-based Insurance and Reinsurance protocol.,1,37,15,hybrid,0.40540540540540543,3.6375861597263857,,,,
cvp.eth,PowerPool,Automated Defi products with enhanced yield and capital efficiency powered by Power Agent smart automation network.,1,81,10,hybrid,0.12345679012345678,4.406719247264253,,,,
hairdao.eth,HairDAO,"HairDAO is a patient-owned, mission-driven corporation united by the goal of making hair loss a problem of the past!",1,57,30,hybrid,0.5263157894736842,4.060443010546419,,,,
halofi.eth,HaloFi,"Grow wealth with crypto, earn rewards, badges & more. Save like a boss with HaloFi. We make personal finance fun. Be your best financial self!",137,892,8,hybrid,0.008968609865470852,6.794586580876499,,,,
poktdao.eth,POKT Network,The DAO governing the unstoppable decentralized RPC protocol.,100,477,116,hybrid,0.2431865828092243,6.169610732491456,,,,
community.stakedotlink.eth,stake.link Community Vote,,1,30,13,hybrid,0.43333333333333335,3.4339872044851463,,,,
zicodao.eth,Zico DAO,Zico DAO is the voice of the cryptophilatelists community of the Polish Crypto Stamp project facilitating on and off-chain governance of its active members.,137,305,10,hybrid,0.03278688524590164,5.723585101952381,,,,
xdefigovernance.eth,XDEFI Wallet,"XDEFI is a non-custodial wallet that allows you to securely swap, store, and send crypto and NFTs across 200+ blockchains.",1,115,7,hybrid,0.06086956521739131,4.7535901911063645,,,,
gains-network.eth,Gains Network,"gTrade: the most liquidity-efficient decentralized leverage trading platform on Arbitrum, Base, and Polygon.",42161,72,13,hybrid,0.18055555555555555,4.290459441148391,,,,
treasuregaming.eth,Treasure,Treasure is the building the future of AI-powered entertainment.,42161,8716,39,hybrid,0.004474529600734281,9.073030421011577,,,,
optichads.eth,OptiChads,,1,347,5,hybrid,0.01440922190201729,5.8522024797744745,,,,
coinagemedia.eth,Coinage,The first community-owned show answering crypto's biggest questions.,1,386,63,hybrid,0.16321243523316062,5.958424693029782,,,,
airdaofoundation.eth,AirDAO,"AirDAO is a community-governed blockchain and ecosystem of web3 dApps, powered by AMB.",16718,240,18,hybrid,0.075,5.484796933490655,,,,
mutantcatsvote.eth,Mutant Cats DAO,Mutant Cats is an NFT based DAO. Each Mutant Cat is a governance token in the DAO. 1 Cat = 1 Vote.,1,223,30,hybrid,0.13452914798206278,5.4116460518550396,,,,
decubategov.eth,Decubate.com,"Decubate is the leading platform to empower entrepreneurs to launch, manage, and grow their web3 business easily.",56,1622,9,hybrid,0.005548705302096177,7.392031567514591,,,,
blurdao.eth,Blur,,1,132,1,hybrid,0.007575757575757576,4.890349128221754,,,,
plutus-dao.eth,Plutus,"Liquidity, yield, stability - multichain simplified.

Parent protocol for Orange Finance, Berancia, Deep Thought, and LPfun.",42161,324,17,hybrid,0.05246913580246913,5.783825182329737,,,,
monetadao.eth,Moneta DAO,The Moneta DAO is an on-chain collective that governs the development of the Moneta Ecosystem including the DeFi Franc.,1,177,11,hybrid,0.062146892655367235,5.181783550292085,,,,
mmgov.eth,Million Gov,"Governance for http://milliontoken.org/ . Based on tokens in Ethereum, BSC, Polygon, and AVAX.",1,17,8,hybrid,0.47058823529411764,2.8903717578961645,,,,
cultbears.eth,Cult Bears DAO,The first cross-chain NFT ecosystem on Moonbeam and Astar.,1284,34,18,hybrid,0.5294117647058824,3.5553480614894135,,,,
stfxgovernance.eth,STFX,,1,106,8,hybrid,0.07547169811320754,4.672828834461906,,,,
poll.daosquare.eth,DAOSquare DRC,DAOSquare Request for Comment (DRC) are the first step of DAOSquare Governance. The purpose is to decide which proposals can be submitted officially as a DRE.,1,12,13,hybrid,1.0,2.5649493574615367,,,,
turntlesquad.eth,Turntle Squad,"The Turntle RGB Gang
🔴🟢🔵",1,57,6,hybrid,0.10526315789473684,4.060443010546419,,,,
symbiosisdao.eth,Symbiosis DAO,Symbiosis aggregates decentralized exchange liquidity across any EVM and non-EVM networks.,1,973,60,hybrid,0.06166495375128469,6.881411303642535,,,,
timelessfi.eth,Timeless,,1,166,144,hybrid,0.8674698795180723,5.117993812416755,,,,
gamefipika.eth,PikaCrypto,Connecting NFTS & blockchain gaming with the world. We’ve created a revolutionary ecosystem which is completely unique that pays out rewards to users in ETH. ,1,13,9,hybrid,0.6923076923076923,2.6390573296152584,,,,
rareships.eth,Rareships DAO,"DAO governing hub for the Rareships ecosystem.
https://twitter.com/rareshipsNFT
",2109,343,16,hybrid,0.04664723032069971,5.840641657373398,,,,
cartesi-community-grants-program.eth,Cartesi Community Grants Program,The official space for Cartesi Governance. Visit governance.cartesi.io to learn more and submit your grant proposals on Charmverse.,1,103,15,hybrid,0.14563106796116504,4.6443908991413725,,,,
sdcrv-gov.eth,sdCRV-Governance,Relay for veCRV Governance proposals,1,87,925,hybrid,1.0,4.477336814478207,,,,
kumaprotocol.eth,Kuma,"KUMA Protocol is a decentralized protocol issuing yield-bearing tokens backed by regulated NFTs, themselves backed by sovereign bonds. ",1,30,31,hybrid,1.0,3.4339872044851463,,,,
deepobjects-voting.eth,Deep Objects,JOIN US AS WE JOURNEY FROM IDEA TO OBJECT.,1,19,31,hybrid,1.0,2.995732273553991,,,,
pnounsdao.eth,pNounsDAO,,1,175,578,hybrid,1.0,5.170483995038151,,,,
gauges.aurafinance.eth,Aura - Balancer Gauges,Fortnightly voting on Balancer Gauges,1,369,67,hybrid,0.18157181571815717,5.91350300563827,,,,
level-finance.eth,Level Finance,,56,504,28,hybrid,0.05555555555555555,6.22455842927536,,,,
degen-defi.eth,SH!TCOIN CLUB GOVERNANCE,A community for like minded degens in the DeFi space looking to make it a better and safer space for all investors,137,194,19,hybrid,0.0979381443298969,5.272999558563747,,,,
treschain.eth,Tres Chain,Tres Chain is a blockchain focused on learning.,1,55,6,hybrid,0.10909090909090909,4.02535169073515,,,,
boringsecurity.eth,Boring Security,"A DAO created to advance web3 security education in a non-biased, vendor neutral way.",1,587,37,hybrid,0.06303236797274275,6.376726947898627,,,,
zechubdao.eth,ZecHub,ZecHub is an open-source education hub for Zcash.,1,63,9,hybrid,0.14285714285714285,4.1588830833596715,,,,
joegovernance.eth,Lets F***ing Joe (prev. TJ),Decentralized Exchange,43114,19615,27,hybrid,0.0013764975783838898,9.884100838735938,,,,
sdyfi.eth,sdYFI,,1,4,73,hybrid,1.0,1.6094379124341003,,,,
veyfi.eth,yearn,DeFi’s premier yield aggregator. Get your governance on and vote alongside anons and cartoon animals. Just like real democracy…,1,331,74,hybrid,0.22356495468277945,5.805134968916488,,,,
fypinu.eth,FYP Voting,"Viral Tool Kit.
Create To Earn.",1,21,9,hybrid,0.42857142857142855,3.091042453358316,,,,
adv3nture.eth,Adv3nturers,,42161,21,7,hybrid,0.3333333333333333,3.091042453358316,,,,
gmgdao.eth,Green Mining DAO,Making sustainable & community-owned btc mining the #1 standard in the industry. We own a green & tokenized mining facility which pays dividends in btc,137,47,42,hybrid,0.8936170212765957,3.871201010907891,,,,
guildfiworld.eth,GuildFi,"The open interconnected ecosystem of
 games, entertainment, communities, and NFTs.

We are turning your life into a game.",1,144,3,hybrid,0.020833333333333332,4.976733742420574,,,,
suzuverse-dao.eth,SUZUVERSE DAO ,"The road to Digital FREEDOM with Suzuverse DAO members.
(Voting Rule)
Proposal: Holding more than 300 xSGT
Quorum: 50,000,001 xSGT
Vote: All xSGT holder


",1,18,10,hybrid,0.5555555555555556,2.9444389791664403,,,,
utopiavatars.eth,UTOPIA AVATARS,"Metaverse-ready, 3D art collectible tokens built on the Ethereum blockchain that provides holders with tangible opportunities and experiences in real life. ..",1,83,10,hybrid,0.12048192771084337,4.430816798843313,,,,
